row_id,file_name,speaker,line_no,utterance_index_raw,prediction_status,labels_or_clean,n_labels,input,model_prediction,uncertainty_mean_token_logprob,uncertainty_min_token_logprob,uncertainty_mean_token_margin,uncertainty_min_token_margin,review_decision,notes,uncertainty_review_flag,uncertainty_review_rule
3223,1305_4P1.cha,1305,48,13,TAGGED,[* s:r:der],1,mm in [///] &-um I really &~la like [//] am very like my cities and ah .,mm in [///] &-um I really &~la like [//] am very like [:: like] [* s:r:der] my cities and ah .,-14.558583925355155,-28.765625,6.173349056603773,0.25,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
3224,1305_4P2.cha,1305,9,0,TAGGED,[* m:0ing],1,today my topic is describe a [/] a custom I don't like .,today my topic is describe [:: describing] [* m:0ing] a [/] a custom I don't like .,-16.167255383617473,-28.058622360229492,5.661556603773585,0.375,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
3225,1305_4P2.cha,1305,12,1,CLEAN,CLEAN,0,&-uh ah something I would not like is [/] &-uh is &~h: hug with someone because in [//] I know in some western culture when we see the someone &-uh &~wh &~wa we &~inda introduce myself and hug with each other .,&-uh ah something I would not like is [/] &-uh is &~h: hug with someone because in [//] I know in some western culture when we see the someone &-uh &~wh &~wa we &~inda introduce myself and hug with each other .,-0.018983912751474267,-0.785322904586792,7.498383620689655,0.5625,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3226,1305_4P2.cha,1305,15,2,CLEAN,CLEAN,0,&-uh but in my country we just ah shake a hand .,&-uh but in my country we just ah shake a hand .,-15.547981155329737,-28.53126335144043,6.309806034482759,0.5625,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3227,1305_4P2.cha,1305,18,3,CLEAN,CLEAN,0,so [//] it [//] &~ma &~me so I don't like &-uh hug with someone .,so [//] it [//] &~ma &~me so I don't like &-uh hug with someone .,-15.445707625356214,-25.163108825683594,6.6594827586206895,0.625,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3228,1305_4P2.cha,1305,21,4,CLEAN,CLEAN,0,and I know in some countries &-uh they will use their h:and to eat something .,and I know in some countries &-uh they will use their h:and to eat something .,-16.389997198623515,-28.093856811523438,6.9498922413793105,1.25,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3229,1305_4P2.cha,1305,24,5,CLEAN,CLEAN,0,an(d) [//] &-uh b:ut I think it ma(k)e me feel so &~ex barens [: embarrass] because ah when I use my finger to eat &-uh I'm [/] I'm not good at &~i use my hand to eat some things .,an(d) [//] &-uh b:ut I think it ma(k)e me feel so &~ex barens [: embarrass] because ah when I use my finger to eat &-uh I'm [/] I'm not good at &~i use my hand to eat some things .,-17.49687027609026,-28.312685012817383,7.244087837837838,0.25,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3230,1305_4P2.cha,1305,27,6,NON_TAGGED_CHANGED,CLEAN,0,and [/] and I [/] &-um &-uh I know in some country &-uh people can touch children's hand .,and [/] and I [/] &-um &-uh I know in some country &-uh people can touch children's hand .,-15.178329106923696,-27.453197479248047,6.205236486486487,0.0625,,,MANUAL_REVIEW,NON_TAGGED_MIN_MARGIN_LT_0.125
3231,1305_4P2.cha,1305,30,7,TAGGED,[* s:r:gc:pro],1,&-um but in my country ah if you fee:l some children's very cute and you like her <you will> [/] you will: touch &~hi his ah hand .,&-um but in my country ah if you fee:l some children's very cute and you like her [:: them] [* s:r:gc:pro] <you will> [/] you will: touch &~hi his [:: their] [* s:r:gc:pro] ah hand .,-15.504857972462972,-28.343751907348633,6.095,0.375,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
3232,1305_4P2.cha,1305,33,8,CLEAN,CLEAN,0,mm &~s so &-uh besides I [/] &~don: &-uh I don't like to some [/] &~coun some custom &-uh in some &~s countries &-uh is about &-uh women can't go outsi(d)e to drive the car and to [/] to do something outside &-uh .,mm &~s so &-uh besides I [/] &~don: &-uh I don't like to some [/] &~coun some custom &-uh in some &~s countries &-uh is about &-uh women can't go outsi(d)e to drive the car and to [/] to do something outside &-uh .,-0.007269021640750735,-0.1333436667919159,7.888513513513513,2.25,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3233,1305_4P3.cha,1305,9,0,CLEAN,CLEAN,0,hello today my topic is talking about a famous person from the past .,hello today my topic is talking about a famous person from the past .,-17.853366769593336,-28.734375,7.839439655172414,1.3125,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3234,1305_4P3.cha,1305,12,1,CLEAN,CLEAN,0,&-uh the person &-uh who is famous in my country &-uh &~ha his name is ah Sanyin_Fashi .,&-uh the person &-uh who is famous in my country &-uh &~ha his name is ah Sanyin_Fashi .,-0.005356113208281072,-0.08379573374986649,8.336206896551724,2.5,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3235,1305_4P3.cha,1305,15,2,CLEAN,CLEAN,0,and <he is really> [//] he was &~ve really famous in my country .,and <he is really> [//] he was &~ve really famous in my country .,-17.38983708414538,-26.796884536743164,7.144396551724138,0.75,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3236,1305_4P3.cha,1305,18,3,TAGGED,[* s:r:gc:pro],1,he: was &-uh &-uh the leader of the our religions [=? regions] .,he: was &-uh &-uh the leader of the our [:: our] [* s:r:gc:pro] religions [=? regions] .,-17.93269000053406,-25.532533645629883,7.1125,0.0,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
3237,1305_4P3.cha,1305,21,4,CLEAN,CLEAN,0,and <why he is> [//] why he was &~v famous .,and <why he is> [//] why he was &~v famous .,-15.310811726252238,-28.046876907348633,6.220833333333333,0.75,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3238,1305_4P3.cha,1305,24,5,CLEAN,CLEAN,0,because &-uh &~w I always &-uh kn:ew his news on tv or in [//] &-uh on the newspaper .,because &-uh &~w I always &-uh kn:ew his news on tv or in [//] &-uh on the newspaper .,-0.03466606407995035,-0.3188289701938629,6.925,1.0,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3239,1305_4P3.cha,1305,27,6,CLEAN,CLEAN,0,&-uh I've [//] &-uh h:e [/] he always encourages everyone &~t .,&-uh I've [//] &-uh h:e [/] he always encourages everyone &~t .,-16.903860918680827,-25.453134536743164,6.723958333333333,0.375,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3240,1305_4P3.cha,1305,30,7,CLEAN,CLEAN,0,an:d &-uh <he do> [//] &~men he did many things .,an:d &-uh <he do> [//] &~men he did many things .,-17.86793915430705,-24.95317840576172,6.702083333333333,0.75,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3241,1305_4P3.cha,1305,33,8,CLEAN,CLEAN,0,&-um he did many things <v:ery &~ver has v:ery> [//] &-uh was very &~f famous .,&-um he did many things <v:ery &~ver has v:ery> [//] &-uh was very &~f famous .,-14.912263726568805,-28.266742706298828,6.404947916666667,0.125,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3242,1305_4P3.cha,1305,36,9,TAGGED,[* m:++s],1,ah he [/] he was the person who is modest and &-uh reliables .,ah he [/] he was the person who is modest and &-uh reliables [: reliable] [* m:++s] .,-15.159815905310891,-28.578168869018555,5.438068181818182,0.25,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
3243,1305_4P3.cha,1305,39,10,TAGGED,[* m:+3s:a],1,and ah &~wo: why people loves him .,and ah &~wo: why people loves [:: love] [* m:+3s:a] him .,-15.735628947344694,-31.3131103515625,5.547159090909091,1.0,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
3244,1305_4P3.cha,1305,42,11,TAGGED,[* m:vsg:a],1,because <he always> [/] &~as he always support &-uh every [/] every people &~d who needta help ah or [/] &-uh or &~ev (eve)ry people who is poor .,because <he always> [/] &~as he always support &-uh every [/] every people &~d who needta help ah or [/] &-uh or &~ev (eve)ry people who is [:: are] [* m:vsg:a] poor .,-0.018779663535877428,-0.32524532079696655,7.054545454545455,1.0,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
3245,1305_4P3.cha,1305,45,12,CLEAN,CLEAN,0,and &-um when [/] &~s &-uh <when something> [//] when some serious things happened he [/] he always &~sh showed up &-uh in this place to encouraged [% 4 syllables] people an:d [///] &~hi he [///] and I in my perspective &~i .,and &-um when [/] &~s &-uh <when something> [//] when some serious things happened he [/] he always &~sh showed up &-uh in this place to encouraged [% 4 syllables] people an:d [///] &~hi he [///] and I in my perspective &~i .,-0.017237113426472207,-0.8420014381408691,8.061160714285714,0.1875,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3246,1311_4L1.cha,PAR0,8,0,CLEAN,CLEAN,0,okay .,okay .,-17.431004578726633,-29.609375,6.561160714285714,0.4375,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3247,1311_4L1.cha,PAR0,11,1,CLEAN,CLEAN,0,my country is China my country is China I lived in Beijing before I came to United States &-um my &-uh Beijing is a &-uh China is a very correlated country .,my country is China my country is China I lived in Beijing before I came to United States &-um my &-uh Beijing is a &-uh China is a very correlated country .,-15.770460687364851,-27.6699275970459,6.418303571428571,1.4375,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3248,1311_4L1.cha,PAR0,14,2,NON_TAGGED_CHANGED,CLEAN,0,especially Beijing is a always lot of people around walking around the &-um &-uh streets .,especially Beijing is a always lot of people around walking around the &-um &-uh streets .,-15.562398866244726,-28.37519645690918,5.441964285714286,0.0625,,,MANUAL_REVIEW,NON_TAGGED_MIN_MARGIN_LT_0.125
3249,1311_4L1.cha,PAR0,17,3,NON_TAGGED_CHANGED,CLEAN,0,and &-uh a lot of &-uh they don't have a lot of parking space .,and &-uh a lot of &-uh they don't have a lot of parking space .,-16.21023013775165,-29.65625762939453,6.275,0.0625,,,MANUAL_REVIEW,NON_TAGGED_MIN_MARGIN_LT_0.125
3250,1311_4L1.cha,PAR0,20,4,TAGGED,[* s:r:der],1,&-uh especially &-uh but also &-uh Beijing is a very &-uh Beijing is a history historical city .,&-uh especially &-uh but also &-uh Beijing is a very &-uh Beijing is a history [:: historical] [* s:r:der] city .,-14.387104853220285,-27.500097274780273,5.41681338028169,0.0625,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
3251,1311_4L1.cha,PAR0,23,5,TAGGED,[* m:+s:a] ; [* m:03s:a] ; [* s:r:der],3,&-uh there are a lot of &-uh there are different &-uh &-uh Den [/] Den descents capital is in Beijing like &-uh &-uh Chin Denna City and &-uh &-uh Han Denna <we have> [/] we have a long [/] long histories .,&-uh there are a lot of &-uh there are different &-uh &-uh Den [/] Den descents [: descends] [* m:03s:a] capital is in Beijing like &-uh &-uh Chin Denna [: Dennan] [* s:r:der] City and &-uh &-uh Han Denna <we have> [/] we have a long [/] long histories [:: history] [* m:+s:a] .,-0.07150011564812472,-1.3937501907348633,6.751816860465116,0.125,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
3252,1311_4L1.cha,PAR0,26,6,TAGGED,[* s:r:der],1,we have long [/] long history in Beijing and &-uh there are a lot of good buildings very a townish buildings in Beijing like a great war &-uh like Great war .,we have long [/] long history in Beijing and &-uh there are a lot of good buildings very a townish [: typical] [* s:r:der] buildings in Beijing like a great war &-uh like Great war .,-14.969999620199559,-25.407312393188477,6.095510563380282,0.125,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
3253,1311_4L1.cha,PAR0,29,7,CLEAN,CLEAN,0,&-uh and it is the worst .,&-uh and it is the worst .,-15.566784050153649,-23.797277450561523,6.523097826086956,1.8125,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3254,1311_4L1.cha,PAR0,32,8,TAGGED,[* m:allo],1,&-uh it is &-uh it is the biggest &-uh prize in world ands the Forbidden city .,&-uh it is &-uh it is the biggest &-uh prize in world ands [: and] [* m:allo] the Forbidden city .,-0.04195252224644719,-0.7922435402870178,7.529017857142857,1.375,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
3255,1311_4L1.cha,PAR0,35,9,TAGGED,[* s:r:gc:det],1,and it's thet choir .,and it's thet [: that] [* s:r:gc:det] choir .,-14.747478898484179,-23.51571273803711,5.304956896551724,0.125,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
3256,1311_4L1.cha,PAR0,38,10,CLEAN,CLEAN,0,and &-uh &-uh &-uh and &-uh a lot of stuff .,and &-uh &-uh &-uh and &-uh a lot of stuff .,-16.753399161591105,-24.42209243774414,8.963315217391305,0.9375,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3257,1311_4L1.cha,PAR0,41,11,CLEAN,CLEAN,0,and &-uh Beijing is &-uh Beijing has a lot of cars .,and &-uh Beijing is &-uh Beijing has a lot of cars .,-18.131032266114886,-26.31250762939453,7.541118421052632,1.1875,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3258,1311_4L1.cha,PAR0,44,12,CLEAN,CLEAN,0,and &-uh you always get &-uh traffic jam .,and &-uh you always get &-uh traffic jam .,-15.351625796186118,-26.531288146972656,8.085526315789474,1.0625,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3259,1311_4L1.cha,PAR0,47,13,CLEAN,CLEAN,0,I don't .,I don't .,-15.053955554962158,-26.93756866455078,6.871710526315789,2.6875,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3260,1311_4L1.cha,PAR0,50,14,CLEAN,CLEAN,0,&-uh the ir is not very good in Beijing so &-um that's my city .,&-uh the ir is not very good in Beijing so &-um that's my city .,-0.054444626301693985,-0.6949545741081238,8.430921052631579,1.0,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3261,1311_4L1.cha,PAR0,53,15,CLEAN,CLEAN,0,that's all .,that's all .,-16.675493943063838,-26.06252670288086,7.333881578947368,1.1875,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3262,1311_4L1.cha,PAR0,56,16,CLEAN,CLEAN,0,okay .,okay .,-17.903269617181074,-28.343791961669922,7.046052631578948,2.875,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3263,1311_4L2.cha,PAR0,8,0,TAGGED,[* s:r:der],1,&-uh Springfest award is a traditional fast award in China and it is also a custom that during this period &-uh people all &-uh people no matter how far you lived .,&-uh Springfest award is a traditional fast [:: fast] [* s:r:der] award in China and it is also a custom that during this period &-uh people all &-uh people no matter how far you lived .,-0.06648258947162604,-0.9764740467071533,7.209722222222222,0.25,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
3264,1311_4L2.cha,PAR0,11,1,CLEAN,CLEAN,0,and they both &-uh get they both come back and get together with our families .,and they both &-uh get they both come back and get together with our families .,-14.900660113284463,-26.954391479492188,7.0542763157894735,1.5625,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3265,1311_4L2.cha,PAR0,14,2,CLEAN,CLEAN,0,and we &-uh the get together to celebrate the spring festival .,and we &-uh the get together to celebrate the spring festival .,-19.243031477928163,-30.843753814697266,8.046875,1.25,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3266,1311_4L2.cha,PAR0,17,3,CLEAN,CLEAN,0,but I don't like spring festival especially during this time .,but I don't like spring festival especially during this time .,-20.53808491230011,-29.281251907348633,8.29375,1.375,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3267,1311_4L2.cha,PAR0,20,4,CLEAN,CLEAN,0,and &-uh you &-uh eating different kinds of food .,and &-uh you &-uh eating different kinds of food .,-19.00878186225891,-27.46879005432129,7.15,0.625,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3268,1311_4L2.cha,PAR0,23,5,CLEAN,CLEAN,0,and &-uh charting with &-uh charting and visiting &-um your relatives .,and &-uh charting with &-uh charting and visiting &-um your relatives .,-0.0033788780060490355,-0.01522737741470337,7.771875,4.5,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3269,1311_4L2.cha,PAR0,26,6,CLEAN,CLEAN,0,I don't like this traditional because I don't like &-uh &-uh charting .,I don't like this traditional because I don't like &-uh &-uh charting .,-17.05609827041626,-28.578140258789062,7.825,0.625,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3270,1311_4L2.cha,PAR0,29,7,CLEAN,CLEAN,0,and I don't like to &-uh visiting my relatives .,and I don't like to &-uh visiting my relatives .,-16.99327051980155,-31.87501335144043,7.166071428571429,0.875,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3271,1311_4L2.cha,PAR0,32,8,CLEAN,CLEAN,0,and <I prefer to> [/] I prefer to make &-uh new friends and &-uh &-uh play and &-uh play different kinds of games .,and <I prefer to> [/] I prefer to make &-uh new friends and &-uh &-uh play and &-uh play different kinds of games .,-0.0031500811744211077,-0.016914278268814087,7.753571428571429,4.375,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3272,1311_4L2.cha,PAR0,35,9,CLEAN,CLEAN,0,&-uh &-uh have fun .,&-uh &-uh have fun .,-14.97284119469779,-26.259193420410156,6.299107142857143,0.25,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3273,1311_4L2.cha,PAR0,38,10,TAGGED,[* m:+ing],1,&-uh I don't like just sitting set setting down and &-uh chatting with my relatives .,&-uh I don't like just sitting set [:: sit] [* m:+ing] and &-uh chatting with my relatives .,-0.08874952122341011,-1.0438458919525146,7.109375,0.25,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
3274,1311_4L2.cha,PAR0,41,11,CLEAN,CLEAN,0,and &-uh eating and charting and eating and charting like so on .,and &-uh eating and charting and eating and charting like so on .,-17.57322945520864,-26.90625,8.9875,1.5,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3275,1311_4L2.cha,PAR0,44,12,CLEAN,CLEAN,0,I found it's very [/] very boring .,I found it's very [/] very boring .,-16.155852134525777,-24.781288146972656,7.053125,0.875,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3276,1311_4L2.cha,PAR0,47,13,CLEAN,CLEAN,0,&-um &-uh I prefer .,&-um &-uh I prefer .,-14.633358311653136,-24.722620010375977,7.05625,0.3125,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3277,1311_4L2.cha,PAR0,50,14,CLEAN,CLEAN,0,and &-uh it's &-uh the spring festival .,and &-uh it's &-uh the spring festival .,-17.175968814403454,-29.203128814697266,7.138297872340425,0.8125,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3278,1311_4L2.cha,PAR0,53,15,TAGGED,[* s:r:der],1,it's &-uh &-uh affects different affects &-uh a lot of generations a lot of [/] a lot of generations in China and &-uh celebrating festival spring festival is a traditional but I don't like it .,it's &-uh &-uh affects different affects &-uh a lot of [:: lots of] [* s:r:der] generations a lot of [/] a lot of generations in China and &-uh celebrating festival spring festival is a traditional but I don't like it .,-0.07263208591319364,-0.8632545471191406,6.759090909090909,0.125,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
3279,1311_4L2.cha,PAR0,56,16,CLEAN,CLEAN,0,I've but I don't like it .,I've but I don't like it .,-16.807652189376505,-32.28125,7.4813829787234045,0.9375,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3280,1311_4L2.cha,PAR0,59,17,CLEAN,CLEAN,0,<I prefer> [/] I prefer &-uh h Hollywood and &-uh to high fine .,<I prefer> [/] I prefer &-uh h Hollywood and &-uh to high fine .,-13.712518282630976,-25.312896728515625,5.720744680851064,0.25,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3281,1311_4L3.cha,PAR0,8,0,NON_TAGGED_CHANGED,CLEAN,0,&-uh the topic today is a talk about a person from Japan and &-uh &-uh I want to talk about &-um a famous person from China and he's &-uh Republic of China &-uh Hess &-uh he [/] he was a chairman the first chairman of China and &-uh he is very everyone in China <knows him> [/] knows him very well because he's a leader because he's a leader that leader the Chinese people <to establish> [/] to establish the Republic of China and &-uh give us the &-uh and give us the government &-uh &-uh policy .,&-uh the topic today is a talk about a person from Japan and &-uh &-uh I want to talk about &-um a famous person from China and he's &-uh Republic of China &-uh Hess &-uh he [/] he was a chairman the first chairman of China and &-uh he is very everyone in China <knows him> [/] knows him very well because he's a leader because he's a leader that leader the Chinese people <to establish> [/] to establish the Republic of China and &-uh give us the &-uh and give us the government &-uh,-0.007352974826300596,-0.49622392654418945,8.410400390625,0.5,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3282,1311_4L3.cha,PAR0,11,1,TAGGED,[* s:r:gc:pro],1,and his some government policy &-uh was bad and &-uh and good .,and his [:: their] [* s:r:gc:pro] some government policy &-uh was bad and &-uh and good .,-14.569451527184356,-27.6253662109375,4.50244140625,0.3125,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
3283,1311_4L3.cha,PAR0,14,2,CLEAN,CLEAN,0,but &-uh at all he is very famous .,but &-uh at all he is very famous .,-15.82332842797041,-28.8753604888916,5.64208984375,0.5625,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3284,1311_4L3.cha,PAR0,17,3,NON_TAGGED_CHANGED,CLEAN,0,but &-um &-uh every famous person should have two sides like the bad size and the good size .,but &-um &-uh every famous person should have two sides like the bad side and the good side .,-14.97097560763359,-29.68795394897461,5.2236328125,0.625,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3285,1311_4L3.cha,PAR0,20,4,TAGGED,[* m:03s:a] ; [* m:vun:a],2,&-uh also [/] also he has also he had yes the good says is that &-uh he leads the Chinese people to &-uh the Indi &-uh celebrate from the &-uh sell celebrate from the war and to establish our own country .,&-uh also [/] also he has [:: have] [* m:vun:a] he had yes the good says is that &-uh he leads the Chinese people to &-uh the Indi &-uh celebrate from the &-uh sell [:: sells] [* m:03s:a] celebrate from the war and to establish our own country .,-0.06375988758053819,-1.1207809448242188,6.36875,0.3125,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
3286,1311_4L3.cha,PAR0,23,5,TAGGED,[* s:r:gc:det],1,and the bad is that his some policy is &-uh &-um like a population .,and the bad is that his some policy is &-uh &-um like a [* s:r:gc:det] population .,-14.272000481865623,-26.879331588745117,4.898863636363636,0.0625,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
3287,1311_4L3.cha,PAR0,26,6,TAGGED,[* s:r:prep],1,&-uh his policy like population affects a lot of &-uh generations .,&-uh his policy like [:: like] [* s:r:prep] population affects a lot of &-uh generations .,-14.432691501358809,-26.718820571899414,4.729343220338983,0.0625,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
3288,1311_4L3.cha,PAR0,29,7,TAGGED,[* m:+3s] ; [* m:vun:a],2,and so now nowadays the &-uh Chinese government have to have [/] have to has the population control policy .,and so now nowadays the &-uh Chinese government have [:: has] [* m:vun:a] to have [/] have to has [:: have] [* m:+3s] the population control policy .,-14.813599037401604,-28.921875,5.3522727272727275,0.8125,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
3289,1311_4L3.cha,PAR0,32,8,CLEAN,CLEAN,0,so &-uh this is about here .,so &-uh this is about here .,-16.905401086807252,-27.688762664794922,6.677083333333333,1.9375,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3290,1311_4L3.cha,PAR0,35,9,CLEAN,CLEAN,0,yeah .,yeah .,-17.564504289627074,-28.953126907348633,7.125,2.25,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3291,1325_4Q1.cha,PAR0,8,0,CLEAN,CLEAN,0,the topic is &-uh about the city .,the topic is &-uh about the city .,-16.117971324920653,-29.62510108947754,7.114583333333333,1.5625,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3292,1325_4Q1.cha,PAR0,11,1,CLEAN,CLEAN,0,I come from my city name is Seha is located &-uh in Libya in the south of Libya it is a big &-uh city .,I come from my city name is Seha is located &-uh in Libya in the south of Libya it is a big &-uh city .,-0.007840011898133525,-0.10848025232553482,7.858333333333333,2.875,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3293,1325_4Q1.cha,PAR0,14,2,CLEAN,CLEAN,0,and it is the capital of the south .,and it is the capital of the south .,-17.292419066795937,-30.281251907348633,7.894230769230769,1.125,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3294,1325_4Q1.cha,PAR0,17,3,CLEAN,CLEAN,0,&-uh it is &-um mainly hot and dry &-uh all over the time and sometimes raining .,&-uh it is &-um mainly hot and dry &-uh all over the time and sometimes raining .,-18.427957461430477,-25.203508377075195,8.170673076923077,0.75,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3295,1325_4Q1.cha,PAR0,20,4,CLEAN,CLEAN,0,and &-uh &-uh she is a big .,and &-uh &-uh she is a big .,-14.701038965812096,-30.09377670288086,6.6875,0.625,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3296,1325_4Q1.cha,PAR0,23,5,TAGGED,[* m:vun:a],1,he is a it is a big and &-uh look &-uh quiet city and have many &-uh shop places .,he is a it is a big and &-uh look &-uh quiet city and have [:: has] [* m:vun:a] many &-uh shop places .,-0.04878409673821779,-0.8605849742889404,6.922348484848484,0.125,,,MANUAL_REVIEW,TAGGED_MIN_MARGIN_LT_1.4375
3297,1325_4Q1.cha,PAR0,26,6,CLEAN,CLEAN,0,&-uh &-um at many colleges many scholars and small &-uh small sites of activities .,&-uh &-um at many colleges many scholars and small &-uh small sites of activities .,-15.745956047300503,-26.01563262939453,7.1803977272727275,0.1875,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3298,1325_4Q1.cha,PAR0,29,7,NON_TAGGED_CHANGED,CLEAN,0,we can do there exactly .,we can do there exactly .,-17.745306058363482,-29.109376907348633,7.119318181818182,0.0,,,MANUAL_REVIEW,NON_TAGGED_MIN_MARGIN_LT_0.125
3299,1325_4Q1.cha,PAR0,32,8,CLEAN,CLEAN,0,I can't dare any special activity there .,I can't dare any special activity there .,-16.294817425987937,-27.5390625,7.4375,1.5625,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
3300,1325_4Q1.cha,PAR0,35,9,CLEAN,CLEAN,0,&-uh the only thing I can dare I can do there is &-uh shopping maybe in the weekend .,&-uh the only thing I can dare I can do there is &-uh shopping maybe in the weekend .,-0.007799068183637494,-0.08800924569368362,8.136363636363637,3.25,,,AUTO_ACCEPT,NON_TAGGED_MIN_MARGIN_GTE_0.125
